20230410   5153509   27.9238    85.5373     15.710   0.0    0.00    0.00   0.14          1
20230410  11321807   27.9141    85.5687     16.430   0.0    0.00    0.00   0.06          2
20230410  14122921   27.9125    85.4516     15.700   0.0    0.00    0.00   0.15          3
20230410  16533375   27.9055    85.4979     14.810   0.0    0.00    0.00   0.22          4
20230410  17275376   27.9302    85.4915     15.570   0.0    0.00    0.00   0.06          5
20230410  18301508   27.9440    85.4775     18.300   0.0    0.00    0.00   0.13          6
20230410  19503772   27.9038    85.5710     15.490   0.0    0.00    0.00   0.11          7
20230410  19582028   27.9615    85.5404     19.970   0.0    0.00    0.00   0.08          8
20230410  20052496   27.9902    85.4829     19.160   0.0    0.00    0.00   0.06          9
20230410  21450556   27.9233    85.4551     15.890   0.0    0.00    0.00   0.10         10
20230410  22064296   27.8842    85.6227     15.120   0.0    0.00    0.00   0.05         11
20230410  22160724   27.8814    85.5731     16.410   0.0    0.00    0.00   0.04         12
20230410  23214606   27.9160    85.4576     16.280   0.0    0.00    0.00   0.07         13
20230410  23220900   27.9642    85.5281     15.790   0.0    0.00    0.00   0.06         14
20230410  23232838   27.9152    85.4697     16.770   0.0    0.00    0.00   0.15         15
20230411    231098   27.9903    85.4905     19.460   0.0    0.00    0.00   0.06         16
20230411    293030   27.9933    85.4925     19.600   0.0    0.00    0.00   0.06         17
20230411   1034905   27.9848    85.4895     18.890   0.0    0.00    0.00   0.05         18
20230411   2204715   27.9004    85.5733     17.350   0.0    0.00    0.00   0.09         19
20230411   2415261   27.9931    85.5041     19.880   0.0    0.00    0.00   0.06         20
20230411   3091259   27.9009    85.6413     17.780   0.0    0.00    0.00   0.07         21
20230411   3154745   27.9887    85.4871     18.970   0.0    0.00    0.00   0.07         22
20230411   3551019   27.9829    85.5716     16.000   0.0    0.00    0.00   0.06         23
20230411   6000301   27.8970    85.6708     16.840   0.0    0.00    0.00   0.13         24
20230411   6300671   27.9242    85.4975     18.440   0.0    0.00    0.00   0.27         25
20230411   7171268   27.9244    85.6844     18.890   0.0    0.00    0.00   0.05         26
20230411   7322746   27.9265    85.4736     16.090   0.0    0.00    0.00   0.08         27
20230411  11124246   27.9568    85.4619     16.350   0.0    0.00    0.00   0.10         28
20230411  12310537   27.9458    85.5526     16.110   0.0    0.00    0.00   0.12         29
20230411  12353678   27.9681    85.5561     16.830   0.0    0.00    0.00   0.03         30
20230411  12551371   27.9465    85.5086     16.570   0.0    0.00    0.00   0.11         31
20230411  14323137   27.9535    85.5098     23.660   0.0    0.00    0.00   0.15         32
20230411  15160741   27.9208    85.5770     16.680   0.0    0.00    0.00   0.08         33
20230411  17314968   27.8989    85.5795     15.790   0.0    0.00    0.00   0.08         34
20230411  17315722   27.9016    85.5801     15.080   0.0    0.00    0.00   0.14         35
20230411  17320768   27.9000    85.5836     16.750   0.0    0.00    0.00   0.24         36
20230411  18162518   27.9209    85.5073     17.560   0.0    0.00    0.00   0.08         37
20230411  18163244   27.9210    85.4900     17.010   0.0    0.00    0.00   0.05         38
20230411  18280616   27.9189    85.5018     16.930   0.0    0.00    0.00   0.05         39
20230411  18452906   27.9205    85.4924     16.500   0.0    0.00    0.00   0.08         40
20230411  18483736   27.9209    85.5530     17.140   0.0    0.00    0.00   0.09         41
20230411  19130092   27.9182    85.5034     16.990   0.0    0.00    0.00   0.06         42
20230411  19384004   27.9530    85.5229     17.110   0.0    0.00    0.00   0.11         43
20230411  20304168   27.9174    85.5651     16.080   0.0    0.00    0.00   0.06         44
20230411  21124328   27.9935    85.5061     19.990   0.0    0.00    0.00   0.09         45
20230411  22394268   27.9477    85.5807     16.080   0.0    0.00    0.00   0.06         46
20230411  23091002   27.9358    85.5848     18.340   0.0    0.00    0.00   0.05         47
20230412   1074452   27.9406    85.4472     17.960   0.0    0.00    0.00   0.10         48
20230412   1493497   27.9285    85.5612     17.730   0.0    0.00    0.00   0.09         49
20230412   5142695   27.8969    85.6745     17.260   0.0    0.00    0.00   0.06         50
20230412  12054448   27.8988    85.6408     18.750   0.0    0.00    0.00   0.06         51
20230412  14082226   27.9890    85.4942     19.220   0.0    0.00    0.00   0.06         52
20230412  15314121   27.7789    85.7547     22.000   0.0    0.00    0.00   0.14         53
20230412  16360070   27.9060    85.5334     17.140   0.0    0.00    0.00   0.08         54
20230412  16541200   27.9381    85.4516     18.760   0.0    0.00    0.00   0.11         55
20230412  17134742   27.9296    85.5415     18.740   0.0    0.00    0.00   0.23         56
