# 2023 04 21 05 35 36.694 85.4425  28.1956  11.500  6.51 0 0 0      1
 2D12   2.176 1 P
 2D12   4.506 1 S
 2D12   2.176 1 P
 2D12   4.506 1 S
 2D12   2.176 1 P
 2D12   4.506 1 S
 2D04   1.806 1 P
 2D04   3.706 1 S
 2D04   1.806 1 P
 2D04   3.706 1 S
 2D04   1.806 1 P
 2D04   3.706 1 S
 2D07   3.416 1 S
 2D07   3.416 1 S
 2D07   3.416 1 S
 2D06   3.326 1 S
 2D06   1.776 1 P
 2D06   3.326 1 S
 2D06   1.776 1 P
 2D06   1.776 1 P
 2D06   3.326 1 S
 2D09   2.126 1 P
 2D09   2.126 1 P
 2D09   2.126 1 P
  C56   4.326 1 S
  C56   4.326 1 S
  C56   4.326 1 S
 A164   2.576 1 P
 A164   4.786 1 S
 A164   4.786 1 S
 A164   2.576 1 P
 A164   4.786 1 S
 A164   2.576 1 P
 A100   4.486 1 S
 A100   4.486 1 S
 A100   4.486 1 S
 A134   4.626 1 S
 A134   4.626 1 S
 A134   4.626 1 S
 A139   4.756 1 S
 A139   4.756 1 S
 A139   4.756 1 S
 A144   4.806 1 S
 A144   2.706 1 P
 A144   4.806 1 S
 A144   2.706 1 P
 A144   4.806 1 S
 A144   2.706 1 P
 2D20   3.176 1 P
 2D20   3.176 1 P
 2D20   3.176 1 P
 2D19   5.506 1 S
 2D19   2.806 1 P
 2D19   5.506 1 S
 2D19   2.806 1 P
 2D19   2.806 1 P
 2D19   5.506 1 S
# 2023 04 21 06 30  6.099 85.5213  27.7358  10.500  6.43 0 0 0      2
 2D22   4.841 1 S
 2D22   4.841 1 S
 2D22   4.841 1 S
 A100   1.931 1 P
 A100   1.931 1 P
 A100   3.861 1 S
 A100   3.861 1 S
 A100   1.931 1 P
 A100   3.861 1 S
 A094   1.891 1 P
 A094   1.891 1 P
 A094   1.891 1 P
 A094   3.851 1 S
 A094   3.851 1 S
 A094   3.851 1 S
 A134   2.171 1 P
 A134   2.171 1 P
 A134   2.171 1 P
 A164   2.441 1 P
 A164   2.441 1 P
 A164   2.441 1 P
 A069   3.611 1 S
 A069   3.611 1 S
 A069   1.731 1 P
 A069   1.731 1 P
 A069   1.731 1 P
 A069   3.611 1 S
  C56   2.361 1 P
  C56   2.361 1 P
  C56   5.001 1 S
  C56   5.001 1 S
  C56   2.361 1 P
  C56   5.001 1 S
  B35   3.051 1 S
  B35   3.051 1 S
  B35   3.051 1 S
# 2023 04 21 07 51 29.895 85.6475  27.6543   9.500  7.99 0 0 0      3
 2D20   2.385 1 P
 2D20   4.445 1 S
 2D20   2.385 1 P
 2D20   4.445 1 S
 2D20   2.385 1 P
 2D20   4.445 1 S
 2D21   2.445 1 P
 2D21   4.625 1 S
 2D21   2.445 1 P
 2D21   4.625 1 S
 2D21   2.445 1 P
 2D21   4.625 1 S
 2D19   2.355 1 P
 2D19   4.385 1 S
 2D19   2.355 1 P
 2D19   4.385 1 S
 2D19   2.355 1 P
 2D19   4.385 1 S
 2D22   4.855 1 S
 2D22   4.855 1 S
 2D22   4.855 1 S
 2D17   4.045 1 S
 2D17   2.075 1 P
 2D17   2.075 1 P
 2D17   2.075 1 P
 2D17   4.045 1 S
 2D17   4.045 1 S
 2D18   1.765 1 P
 2D18   3.425 1 S
 2D18   3.425 1 S
 2D18   1.765 1 P
 2D18   3.425 1 S
 2D18   1.765 1 P
 2D16   3.235 1 S
 2D16   3.235 1 S
 2D16   3.235 1 S
 2D16   1.775 1 P
 2D16   1.775 1 P
 2D16   1.775 1 P
 A100   1.965 1 P
 A100   1.965 1 P
 A100   3.875 1 S
 A100   3.875 1 S
 A100   1.965 1 P
 A100   3.875 1 S
 A109   3.935 1 S
 A109   3.935 1 S
 A109   1.995 1 P
 A109   1.995 1 P
 A109   1.995 1 P
 A109   3.935 1 S
 A094   1.925 1 P
 A094   3.865 1 S
 A094   1.925 1 P
 A094   1.925 1 P
 A094   3.865 1 S
 A094   3.865 1 S
  AX6   3.895 1 S
  AX6   3.895 1 S
  AX6   1.995 1 P
  AX6   1.995 1 P
  AX6   1.995 1 P
  AX6   3.895 1 S
 A113   3.905 1 S
 A113   3.905 1 S
 A113   2.015 1 P
 A113   3.905 1 S
 A113   2.015 1 P
 A113   2.015 1 P
 A114   1.995 1 P
 A114   1.995 1 P
 A114   1.995 1 P
 A114   3.855 1 S
 A114   3.855 1 S
 A114   3.855 1 S
 A089   1.875 1 P
 A089   1.875 1 P
 A089   3.745 1 S
 A089   3.745 1 S
 A089   1.875 1 P
 A089   3.745 1 S
 A084   1.835 1 P
 A084   1.835 1 P
 A084   1.835 1 P
 A084   3.675 1 S
 A084   3.675 1 S
 A084   3.675 1 S
 A132   4.055 1 S
 A132   4.055 1 S
 A132   2.155 1 P
 A132   4.055 1 S
 A132   2.155 1 P
 A132   2.155 1 P
 A134   2.205 1 P
 A134   2.205 1 P
 A134   2.205 1 P
 A134   4.145 1 S
 A134   4.145 1 S
 A134   4.145 1 S
 A079   3.725 1 S
 A079   3.725 1 S
 A079   1.825 1 P
 A079   3.725 1 S
 A079   1.825 1 P
 A079   1.825 1 P
 A074   1.835 1 P
 A074   3.775 1 S
 A074   3.775 1 S
 A074   3.775 1 S
 A074   1.835 1 P
 A074   1.835 1 P
 A139   4.045 1 S
 A139   4.045 1 S
 A139   2.235 1 P
 A139   4.045 1 S
 A139   2.235 1 P
 A139   2.235 1 P
 A144   2.295 1 P
 A144   2.295 1 P
 A144   2.295 1 P
 A069   3.645 1 S
 A069   1.775 1 P
 A069   3.645 1 S
 A069   1.775 1 P
 A069   3.645 1 S
 A069   1.775 1 P
 A149   2.355 1 P
 A149   4.805 1 S
 A149   2.355 1 P
 A149   4.805 1 S
 A149   2.355 1 P
 A149   4.805 1 S
 A064   3.665 1 S
 A064   1.795 1 P
 A064   3.665 1 S
 A064   1.795 1 P
 A064   3.665 1 S
 A064   1.795 1 P
 A154   2.335 1 P
 A154   4.225 1 S
 A154   2.335 1 P
 A154   4.225 1 S
 A154   2.335 1 P
 A154   4.225 1 S
 A159   2.415 1 P
 A159   3.995 1 S
 A159   2.415 1 P
 A159   3.995 1 S
 A159   2.415 1 P
 A159   3.995 1 S
 A164   2.455 1 P
 A164   2.455 1 P
 A164   2.455 1 P
 2D01   1.725 1 P
 2D01   1.725 1 P
 2D01   3.495 1 S
 2D01   3.495 1 S
 2D01   3.495 1 S
 2D01   1.725 1 P
 A004   3.425 1 S
 A004   3.425 1 S
 A004   1.745 1 P
 A004   3.425 1 S
 A004   1.745 1 P
 A004   1.745 1 P
