27.8672736	85.5626447	4W	B09	DPE	1.45828
27.8658015	85.5623056	4W	B10	DPE	1.4227
27.8669714	85.5615915	4W	B11	DPE	1.41673
27.8674624	85.5612545	4W	B12	DPE	1.40542
27.8686289	85.5606169	4W	B13	DPE	1.36652
27.8680947	85.5599251	4W	B14	DPE	1.3593
27.8670599	85.5597704	4W	B15	DPE	1.34576
27.8674573	85.5591847	4W	B16	DPE	1.33251
27.867014	85.5583939	4W	B17	DPE	1.30271
27.8664299	85.5580298	4W	B18	DPE	1.28729
27.8659294	85.5576124	4W	B19	DPE	1.2746
27.866329	85.5573076	4W	B20	DPE	1.26302
27.866554	85.5559952	4W	B22	DPE	1.23739
27.8658454	85.5557994	4W	B23	DPE	1.21954
27.8661198	85.5549759	4W	B24	DPE	1.20519
27.8659467	85.5539798	4W	B26	DPE	1.19083
27.8665679	85.5535018	4W	B27	DPE	1.17988
27.8667588	85.55309	4W	B28	DPE	1.16731
27.8675357	85.5524383	4W	B29	DPE	1.15729
27.8679907	85.5520198	4W	B31	DPE	1.14591
27.8674275	85.5511881	4W	B33	DPE	1.11644
27.8682978	85.5504638	4W	B34	DPE	1.09635
27.8688743	85.5500751	4W	B35	DPE	1.07613
27.8687943	85.5490998	4W	B36	DPE	1.08654
27.8685587	85.5484651	4W	B37	DPE	1.08975
27.8680862	85.5483223	4W	B38	DPE	1.07446
27.8681328	85.5470497	4W	B39	DPE	1.07315
27.8677914	85.5461066	4W	B41	DPE	1.05223
27.8691531	85.5462644	4W	B42	DPE	1.0293
27.8704284	85.5452316	4W	B43	DPE	0.9943
27.8697468	85.5436996	4W	B46	DPE	0.98763
27.8684154	85.5424897	4W	B48	DPE	0.98119
27.86825	85.5417732	4W	B50	DPE	0.97788
27.8643914	85.5576794	4W	BX1	DPE	1.27695
27.863669	85.5569232	4W	BX2	DPE	1.28251
27.8633309	85.555964	4W	BX3	DPE	1.27682
28.0003812	85.5665132	4W	C01	DPE	3.17056
27.9992552	85.5661462	4W	C02	DPE	3.15381
27.9986336	85.5655571	4W	C03	DPE	3.12214
27.9983535	85.5649962	4W	C04	DPE	3.11099
27.997998	85.5645302	4W	C05	DPE	3.09021
27.9983441	85.5640247	4W	C06	DPE	3.06688
27.9982971	85.5635871	4W	C07	DPE	3.04658
27.9977246	85.5630752	4W	C08	DPE	2.99038
27.9971447	85.5625264	4W	C09	DPE	2.95041
27.9973079	85.5619733	4W	C10	DPE	2.91993
27.9976455	85.5615516	4W	C11	DPE	2.90465
27.9975847	85.5609825	4W	C12	DPE	2.87478
27.9974843	85.5604739	4W	C13	DPE	2.8497
27.9976422	85.5599517	4W	C14	DPE	2.82783
27.9975424	85.5594153	4W	C15	DPE	2.79963
27.998157	85.5590425	4W	C16	DPE	2.78778
27.9979385	85.5584436	4W	C17	DPE	2.76929
27.9980905	85.5578958	4W	C18	DPE	2.75754
27.9978016	85.5574526	4W	C19	DPE	2.74417
27.9978134	85.5569965	4W	C20	DPE	2.72321
27.9977731	85.5565427	4W	C21	DPE	2.70509
27.998178	85.5559691	4W	C22	DPE	2.66157
27.9985659	85.5555113	4W	C23	DPE	2.62782
27.9985733	85.5548955	4W	C24	DPE	2.60819
27.9985194	85.5543497	4W	C25	DPE	2.59039
28.00062	85.5547209	4W	C41	DPE	2.54692
28.0012117	85.5542701	4W	C42	DPE	2.53116
28.0020569	85.5539173	4W	C43	DPE	2.51235
28.0020726	85.5532483	4W	C44	DPE	2.50374
28.0019378	85.5528283	4W	C45	DPE	2.50155
28.0020126	85.5524655	4W	C46	DPE	2.48375
28.0024826	85.5517558	4W	C47	DPE	2.46125
28.0024738	85.551141	4W	C48	DPE	2.46356
28.0021819	85.5506228	4W	C49	DPE	2.44972
28.0021692	85.5501997	4W	C50	DPE	2.43736
28.0022459	85.5497667	4W	C51	DPE	2.42202
28.0013903	85.5491847	4W	C52	DPE	2.38442
28.0017177	85.5486583	4W	C53	DPE	2.36943
28.0017341	85.548182	4W	C54	DPE	2.35974
28.0019759	85.5475981	4W	C55	DPE	2.32385
28.0023291	85.5471786	4W	C56	DPE	2.30402
28.0027237	85.5466807	4W	C57	DPE	2.28985
28.0025158	85.546135	4W	C58	DPE	2.26777
28.0022762	85.5457199	4W	C59	DPE	2.25696
28.0022327	85.5451637	4W	C60	DPE	2.23306
28.0021874	85.5447526	4W	C61	DPE	2.23239
28.0020289	85.5441616	4W	C62	DPE	2.20672
28.0026227	85.543577	4W	C63	DPE	2.19527
28.0030167	85.5427848	4W	C64	DPE	2.16777
28.0016213	85.5426938	4W	C65	DPE	2.15711
28.0006626	85.5420965	4W	C67	DPE	2.13615
28.0015011	85.5419978	4W	C68	DPE	2.12668
28.0021091	85.5417508	4W	C69	DPE	2.1176
28.0027724	85.5414963	4W	C70	DPE	2.11036
28.0032796	85.5401933	4W	C71	DPE	2.03598
28.0044958	85.5391915	4W	C72	DPE	2.00127
28.0052433	85.5387266	4W	C73	DPE	1.99483
28.0058814	85.5385532	4W	C74	DPE	1.99007
28.0064602	85.5382909	4W	C75	DPE	1.98515
28.007134	85.5383705	4W	C76	DPE	1.98279
28.0081505	85.537301	4W	C77	DPE	1.96353
28.0082878	85.5352554	4W	C78	DPE	1.926
28.0092514	85.5344958	4W	C79	DPE	1.93713
28.0096215	85.5356437	4W	C80	DPE	1.91905
28.0103205	85.5358614	4W	C81	DPE	1.91194
27.9972969	85.5518646	4W	C90	DPE	2.56139
27.9983802	85.5659853	4W	C99	DPE	3.14069
