2023 05 07 01 10 18.059 85.6551  27.6733   9.320  6.16   51 209.493  0.418      1
2023 05 07 05 52 18.279 85.5442  27.7818  14.921  6.74  153 182.231  0.180      2
2023 05 07 17 56 29.168 85.5508  27.7156  12.280  6.43  132 196.821  0.206      3
2023 05 07 18 08 41.026 85.5475  27.8581  12.821  6.26  117 105.687  0.215      4
2023 05 07 19 24 25.384 85.5242  27.9410  10.447  6.12   30 338.304  0.205      5
2023 05 07 19 42 56.853 85.5939  28.0191  10.710  6.37   93 197.159  0.185      6
