2023 04 16 02 39 59.149 85.4791  27.8457   0.500  6.31   33 356.694  0.245      1
2023 04 16 03 01 49.725 85.4791  27.8418  12.517  6.47   72 238.921  0.308      2
2023 04 16 04 54 10.619 85.4949  28.0323  12.016  6.49   42 186.437  0.160      3
2023 04 16 04 56  3.150 85.5508  27.9418   8.226  6.15   24 214.999  0.459      4
2023 04 16 05 55  7.096 85.5410  27.6402  11.802  6.79  174 189.348  0.375      5
2023 04 16 13 20 25.281 85.6807  27.8877  10.500  6.64   84 327.478  0.410      6
2023 04 16 13 21 55.824 85.6121  28.1778  11.852  6.29   81 202.775  0.266      7
2023 04 16 13 58 33.553 85.5907  27.9530  12.742  6.24   42 126.695  0.221      8
2023 04 16 14 54 29.442 85.5439  27.9380   9.246  5.92   42 178.676  0.326      9
2023 04 16 15 22 36.638 85.5638  27.7656  13.814  6.52  285 135.375  0.387     10
2023 04 16 15 46 36.300 85.4959  27.9819  11.320  5.99   57 189.098  0.241     11
2023 04 16 16 05 41.413 85.5444  27.8173  10.500  6.04   75 178.299  0.256     12
2023 04 16 16 10 22.301 85.4970  27.9728  10.228  5.93   39 184.142  0.426     13
2023 04 16 16 11 14.065 85.5402  27.9376   5.745  5.79   42 191.628  0.173     14
2023 04 16 16 36 15.445 85.5600  27.9230  12.082  5.74   36 325.091  0.184     15
2023 04 16 16 51 34.661 85.5658  27.7576  11.887  6.76  357 150.441  0.322     16
2023 04 16 16 52  7.831 85.5450  27.8071  11.464  5.97   78 257.466  0.146     17
2023 04 16 17 03 57.256 85.6125  27.7375  13.823  6.73  270 105.812  0.398     18
2023 04 16 17 04 50.581 85.6445  27.7599  12.945  6.16  120 192.388  0.386     19
2023 04 16 17 06 53.606 85.6246  27.6943  14.500  6.47  195 192.388  0.411     20
2023 04 16 17 07 21.065 85.5971  27.8104  14.854  6.21  117 173.598  0.408     21
2023 04 16 17 19 26.946 85.6475  27.7989  13.024  7.30  429 191.958  0.291     22
2023 04 16 17 19 33.295 85.5754  27.7576  11.784  7.05  267 157.199  0.422     23
2023 04 16 17 25 48.945 85.6707  27.9718  10.395  5.96   48 232.934  0.179     24
2023 04 16 17 32 33.534 85.5588  27.7386  12.121  6.25  210 174.570  0.340     25
2023 04 16 17 51  1.548 85.5655  27.6266  11.500  6.31  267 195.751  0.312     26
2023 04 16 17 56 23.385 85.5009  27.7363  12.500  6.15  162 212.280  0.287     27
2023 04 16 18 32  0.263 85.5665  27.5940  12.154  6.31  207 195.751  0.353     28
2023 04 16 18 35  0.660 85.5873  27.8072  12.376  6.17  150 177.918  0.405     29
2023 04 16 18 47 14.626 85.4994  27.7222  11.497  5.82   45 195.168  0.221     30
2023 04 16 18 51 58.092 85.6242  27.7739  14.001  6.53  318 168.188  0.319     31
2023 04 16 19 13 42.237 85.5683  27.8173  14.347  5.88   69 130.881  0.257     32
2023 04 16 19 16 49.057 85.5647  27.8301  11.800  6.01  168 157.777  0.266     33
2023 04 16 19 39 26.584 85.5748  27.9020  12.043  5.91  111 126.987  0.266     34
2023 04 16 19 55  6.291 85.5665  27.7656  13.036  7.01  405 135.375  0.412     35
2023 04 16 20 18  9.805 85.5988  27.7298  13.996  6.07  171 194.187  0.352     36
2023 04 16 21 08 40.202 85.5414  28.0246  13.875  6.60  354  86.802  0.311     37
2023 04 16 21 15 54.016 85.5880  27.9605  10.208  5.73   33 331.900  0.324     38
2023 04 16 21 25 47.741 85.5730  27.7458  12.292  6.42  273 174.281  0.309     39
2023 04 16 21 27 57.165 85.5685  27.7569  11.967  6.28  276 149.633  0.281     40
2023 04 16 22 01 25.445 85.5692  28.0310  11.500  5.82   63 206.805  0.352     41
2023 04 16 22 12 43.057 85.5948  27.7429  12.457  5.72   60 183.646  0.269     42
2023 04 16 22 27 27.136 85.4861  28.0074   8.275  5.80   33 354.061  0.220     43
2023 04 16 22 39  4.891 85.5496  27.9805  12.451  5.96  141 189.029  0.188     44
