# 2023  04  10   00    36    6.095     85.7728     28.1137     4.05     0.569     0.0     0.0    0.0    208
2D20 4.0952 0.9182 S
2D22 3.1496 0.9136 P
2D22 5.1736 0.8810 S
A019 4.1153 0.9377 P
A044 6.3722 0.9011 S
A134 5.9296 0.9187 S
A139 3.9532 0.9054 P
A139 6.3408 0.7760 S
A154 4.0355 0.8890 P
A159 4.0739 0.8370 P
A164 4.1653 0.8870 P
A164 7.2183 0.9492 S
A169 4.3311 0.9796 P
A174 4.3768 0.9240 P
C56  4.4858 0.8900 P
C56  7.7389 0.8990 S
C69  7.4252 0.9335 S
# 2023  04  10   19    33   16.060     85.5047     27.9256    10.15     -0.264     0.0     0.0    0.0    232
2D04 2.3857 0.9188 P
2D05 2.0977 0.9125 P
2D06 2.8526 0.8730 P
2D06 3.4760 0.9156 S
2D07 2.1900 0.9167 P
2D07 3.6083 0.9027 S
2D08 3.8794 0.8990 S
2D09 3.9668 0.8840 S
2D14 2.4019 0.5920 P
2D14 3.8889 0.8920 S
2D16 2.6786 0.5080 P
2D20 3.6305 0.8980 P
2D20 6.7373 0.8890 S
2D22 5.8445 0.9341 S
A014 4.2156 0.9177 S
A039 2.5510 0.9101 P
A039 4.1630 0.9046 S
A132 2.9144 0.9116 P
A132 4.6702 0.7830 S
A139 5.0175 0.9733 S
A149 5.2059 0.8580 S
A159 4.9704 0.8820 S
A174 4.8853 0.8830 S
A181 5.0626 0.9028 S
C21  2.6621 0.9798 P
C25  2.1329 0.8770 P
C56  2.8810 0.9073 P
C56  4.5103 0.9228 S
# 2023  04  10   19    37   21.050     85.2529     28.0578    23.35     0.959     0.0     0.0    0.0    233
2D04 7.2441 0.7930 P
2D04 12.2078 0.6390 S
2D05 7.5284 0.8730 P
2D05 11.9058 0.8070 S
2D06 6.2397 0.9300 P
2D06 11.1611 0.8540 S
2D07 6.5306 0.8870 P
2D07 11.4593 0.9103 S
2D08 6.2844 0.8420 P
2D08 11.1168 0.6500 S
2D09 7.0133 0.9254 P
2D09 11.7387 0.8130 S
2D14 6.7150 0.1000 P
2D14 10.9260 0.9182 S
2D16 7.9722 0.8760 P
2D16 13.3426 0.9137 S
2D18 8.3386 0.7980 P
2D18 13.7136 0.7240 S
2D19 8.4569 0.9128 P
2D19 14.6791 0.7430 S
2D20 8.9886 0.8470 P
2D20 16.2584 0.8290 S
2D22 8.6855 0.8790 P
2D22 15.4598 0.9082 S
A000 7.6760 0.9259 P
A000 13.5042 0.7900 S
A004 7.8729 0.9091 P
