2D01  4W  001  27 49.9742N 85 34.3599E 823
2D01  4W  002  27 49.9742N 85 34.3599E 823
2D01  4W  003  27 49.9742N 85 34.3599E 823
2D01  4W  001  27 49.9742N 85 34.3599E 823
2D01  4W  002  27 49.9742N 85 34.3599E 823
2D01  4W  003  27 49.9742N 85 34.3599E 823
2D01  4W  001  27 49.9742N 85 34.3599E 823
2D01  4W  002  27 49.9742N 85 34.3599E 823
2D01  4W  003  27 49.9742N 85 34.3599E 823
2D03  4W  001  27 50.3887N 85 31.6354E1698
2D03  4W  002  27 50.3887N 85 31.6354E1698
2D03  4W  003  27 50.3887N 85 31.6354E1698
2D03  4W  001  27 50.3887N 85 31.6354E1698
2D03  4W  002  27 50.3887N 85 31.6354E1698
2D03  4W  003  27 50.3887N 85 31.6354E1698
2D03  4W  001  27 50.3887N 85 31.6354E1698
2D03  4W  002  27 50.3887N 85 31.6354E1698
2D03  4W  003  27 50.3887N 85 31.6354E1698
2D04  4W  001  27 52.4852N 85 30.9515E1806
2D04  4W  002  27 52.4852N 85 30.9515E1806
2D04  4W  003  27 52.4852N 85 30.9515E1806
2D04  4W  001  27 52.4852N 85 30.9515E1806
2D04  4W  002  27 52.4852N 85 30.9515E1806
2D04  4W  003  27 52.4852N 85 30.9515E1806
2D04  4W  001  27 52.4852N 85 30.9515E1806
2D04  4W  002  27 52.4852N 85 30.9515E1806
2D04  4W  003  27 52.4852N 85 30.9515E1806
2D05  4W  001  27 54.0384N 85 32.4166E1110
2D05  4W  002  27 54.0384N 85 32.4166E1110
2D05  4W  003  27 54.0384N 85 32.4166E1110
2D05  4W  001  27 54.0384N 85 32.4166E1110
2D05  4W  002  27 54.0384N 85 32.4166E1110
2D05  4W  003  27 54.0384N 85 32.4166E1110
2D05  4W  001  27 54.0384N 85 32.4166E1110
2D05  4W  002  27 54.0384N 85 32.4166E1110
2D05  4W  003  27 54.0384N 85 32.4166E1110
2D06  4W  001  27 57.3937N 85 32.7574E1397
2D06  4W  002  27 57.3937N 85 32.7574E1397
2D06  4W  003  27 57.3937N 85 32.7574E1397
2D06  4W  001  27 57.3937N 85 32.7574E1397
2D06  4W  002  27 57.3937N 85 32.7574E1397
2D06  4W  003  27 57.3937N 85 32.7574E1397
2D06  4W  001  27 57.3937N 85 32.7574E1397
2D06  4W  002  27 57.3937N 85 32.7574E1397
2D06  4W  003  27 57.3937N 85 32.7574E1397
2D07  4W  001  27 55.9055N 85 32.5972E1802
2D07  4W  002  27 55.9055N 85 32.5972E1802
2D07  4W  003  27 55.9055N 85 32.5972E1802
2D07  4W  001  27 55.9055N 85 32.5972E1802
2D07  4W  002  27 55.9055N 85 32.5972E1802
2D07  4W  003  27 55.9055N 85 32.5972E1802
2D07  4W  001  27 55.9055N 85 32.5972E1802
2D07  4W  002  27 55.9055N 85 32.5972E1802
2D07  4W  003  27 55.9055N 85 32.5972E1802
2D08  4W  001  27 57.0095N 85 30.5009E2510
2D08  4W  002  27 57.0095N 85 30.5009E2510
2D08  4W  003  27 57.0095N 85 30.5009E2510
2D08  4W  001  27 57.0095N 85 30.5009E2510
2D08  4W  002  27 57.0095N 85 30.5009E2510
2D08  4W  003  27 57.0095N 85 30.5009E2510
2D08  4W  001  27 57.0095N 85 30.5009E2510
2D08  4W  002  27 57.0095N 85 30.5009E2510
2D08  4W  003  27 57.0095N 85 30.5009E2510
2D09  4W  001  27 58.1318N 85 33.2700E2354
2D09  4W  002  27 58.1318N 85 33.2700E2354
2D09  4W  003  27 58.1318N 85 33.2700E2354
2D09  4W  001  27 58.1318N 85 33.2700E2354
2D09  4W  002  27 58.1318N 85 33.2700E2354
2D09  4W  003  27 58.1318N 85 33.2700E2354
2D09  4W  001  27 58.1318N 85 33.2700E2354
2D09  4W  002  27 58.1318N 85 33.2700E2354
2D09  4W  003  27 58.1318N 85 33.2700E2354
2D10  4W  001  27 47.8388N 85 32.8397E 949
2D10  4W  002  27 47.8388N 85 32.8397E 949
2D10  4W  003  27 47.8388N 85 32.8397E 949
2D10  4W  001  27 47.8388N 85 32.8397E 949
2D10  4W  002  27 47.8388N 85 32.8397E 949
2D10  4W  003  27 47.8388N 85 32.8397E 949
2D10  4W  001  27 47.8388N 85 32.8397E 949
2D10  4W  002  27 47.8388N 85 32.8397E 949
2D10  4W  003  27 47.8388N 85 32.8397E 949
2D11  4W  001  27 46.5615N 85 33.6608E 926
2D11  4W  002  27 46.5615N 85 33.6608E 926
2D11  4W  003  27 46.5615N 85 33.6608E 926
2D11  4W  001  27 46.5615N 85 33.6608E 926
2D11  4W  002  27 46.5615N 85 33.6608E 926
2D11  4W  003  27 46.5615N 85 33.6608E 926
2D11  4W  001  27 46.5615N 85 33.6608E 926
2D11  4W  002  27 46.5615N 85 33.6608E 926
2D11  4W  003  27 46.5615N 85 33.6608E 926
2D12  4W  001  27 48.3844N 85 30.8764E1084
2D12  4W  002  27 48.3844N 85 30.8764E1084
2D12  4W  003  27 48.3844N 85 30.8764E1084
2D12  4W  001  27 48.3844N 85 30.8764E1084
2D12  4W  002  27 48.3844N 85 30.8764E1084
2D12  4W  003  27 48.3844N 85 30.8764E1084
2D12  4W  001  27 48.3844N 85 30.8764E1084
2D12  4W  002  27 48.3844N 85 30.8764E1084
2D12  4W  003  27 48.3844N 85 30.8764E1084
2D13  4W  001  27 48.9880N 85 27.3996E2140
2D13  4W  002  27 48.9880N 85 27.3996E2140
2D13  4W  003  27 48.9880N 85 27.3996E2140
2D13  4W  001  27 48.9880N 85 27.3996E2140
2D13  4W  002  27 48.9880N 85 27.3996E2140
2D13  4W  003  27 48.9880N 85 27.3996E2140
2D13  4W  001  27 48.9880N 85 27.3996E2140
2D13  4W  002  27 48.9880N 85 27.3996E2140
2D13  4W  003  27 48.9880N 85 27.3996E2140
2D14  4W  001  27 54.2908N 85 28.7497E2172
2D14  4W  002  27 54.2908N 85 28.7497E2172
2D14  4W  003  27 54.2908N 85 28.7497E2172
2D14  4W  001  27 54.2908N 85 28.7497E2172
2D14  4W  002  27 54.2908N 85 28.7497E2172
2D14  4W  003  27 54.2908N 85 28.7497E2172
2D14  4W  001  27 54.2908N 85 28.7497E2172
2D14  4W  002  27 54.2908N 85 28.7497E2172
2D14  4W  003  27 54.2908N 85 28.7497E2172
2D15  4W  001  27 49.4726N 85 29.2625E1294
2D15  4W  002  27 49.4726N 85 29.2625E1294
2D15  4W  003  27 49.4726N 85 29.2625E1294
2D15  4W  001  27 49.4726N 85 29.2625E1294
2D15  4W  002  27 49.4726N 85 29.2625E1294
2D15  4W  003  27 49.4726N 85 29.2625E1294
2D15  4W  001  27 49.4726N 85 29.2625E1294
2D15  4W  002  27 49.4726N 85 29.2625E1294
2D15  4W  003  27 49.4726N 85 29.2625E1294
2D16  4W  001  27 51.3809N 85 35.5245E 964
2D16  4W  002  27 51.3809N 85 35.5245E 964
2D16  4W  003  27 51.3809N 85 35.5245E 964
2D16  4W  001  27 51.3809N 85 35.5245E 964
2D16  4W  002  27 51.3809N 85 35.5245E 964
2D16  4W  003  27 51.3809N 85 35.5245E 964
2D16  4W  001  27 51.3809N 85 35.5245E 964
2D16  4W  002  27 51.3809N 85 35.5245E 964
2D16  4W  003  27 51.3809N 85 35.5245E 964
2D17  4W  001  27 49.4778N 85 36.4769E1579
2D17  4W  002  27 49.4778N 85 36.4769E1579
2D17  4W  003  27 49.4778N 85 36.4769E1579
2D17  4W  001  27 49.4778N 85 36.4769E1579
2D17  4W  002  27 49.4778N 85 36.4769E1579
2D17  4W  003  27 49.4778N 85 36.4769E1579
2D17  4W  001  27 49.4778N 85 36.4769E1579
2D17  4W  002  27 49.4778N 85 36.4769E1579
2D17  4W  003  27 49.4778N 85 36.4769E1579
2D18  4W  001  27 53.7827N 85 37.2671E1076
2D18  4W  002  27 53.7827N 85 37.2671E1076
2D18  4W  003  27 53.7827N 85 37.2671E1076
2D18  4W  001  27 53.7827N 85 37.2671E1076
2D18  4W  002  27 53.7827N 85 37.2671E1076
2D18  4W  003  27 53.7827N 85 37.2671E1076
2D18  4W  001  27 53.7827N 85 37.2671E1076
2D18  4W  002  27 53.7827N 85 37.2671E1076
2D18  4W  003  27 53.7827N 85 37.2671E1076
2D19  4W  001  27 56.5718N 85 39.4948E2090
2D19  4W  002  27 56.5718N 85 39.4948E2090
2D19  4W  003  27 56.5718N 85 39.4948E2090
2D19  4W  001  27 56.5718N 85 39.4948E2090
2D19  4W  002  27 56.5718N 85 39.4948E2090
2D19  4W  003  27 56.5718N 85 39.4948E2090
2D19  4W  001  27 56.5718N 85 39.4948E2090
2D19  4W  002  27 56.5718N 85 39.4948E2090
2D19  4W  003  27 56.5718N 85 39.4948E2090
2D20  4W  001  27 52.5935N 85 40.3518E2271
2D20  4W  002  27 52.5935N 85 40.3518E2271
2D20  4W  003  27 52.5935N 85 40.3518E2271
2D20  4W  001  27 52.5935N 85 40.3518E2271
2D20  4W  002  27 52.5935N 85 40.3518E2271
2D20  4W  003  27 52.5935N 85 40.3518E2271
2D20  4W  001  27 52.5935N 85 40.3518E2271
2D20  4W  002  27 52.5935N 85 40.3518E2271
2D20  4W  003  27 52.5935N 85 40.3518E2271
2D21  4W  001  27 47.2705N 85 37.0709E1601
2D21  4W  002  27 47.2705N 85 37.0709E1601
2D21  4W  003  27 47.2705N 85 37.0709E1601
2D21  4W  001  27 47.2705N 85 37.0709E1601
2D21  4W  002  27 47.2705N 85 37.0709E1601
2D21  4W  003  27 47.2705N 85 37.0709E1601
2D21  4W  001  27 47.2705N 85 37.0709E1601
2D21  4W  002  27 47.2705N 85 37.0709E1601
2D21  4W  003  27 47.2705N 85 37.0709E1601
2D22  4W  001  27 59.1847N 85 39.7115E2001
2D22  4W  002  27 59.1847N 85 39.7115E2001
2D22  4W  003  27 59.1847N 85 39.7115E2001
2D22  4W  001  27 59.1847N 85 39.7115E2001
2D22  4W  002  27 59.1847N 85 39.7115E2001
2D22  4W  003  27 59.1847N 85 39.7115E2001
2D22  4W  001  27 59.1847N 85 39.7115E2001
2D22  4W  002  27 59.1847N 85 39.7115E2001
2D22  4W  003  27 59.1847N 85 39.7115E2001
A000  4W  001  27 50.4362N 85 34.3183E1139
A000  4W  002  27 50.4362N 85 34.3183E1139
A000  4W  003  27 50.4362N 85 34.3183E1139
A000  4W  001  27 50.4362N 85 34.3183E1139
A000  4W  002  27 50.4362N 85 34.3183E1139
A000  4W  003  27 50.4362N 85 34.3183E1139
A000  4W  001  27 50.4362N 85 34.3183E1139
A000  4W  002  27 50.4362N 85 34.3183E1139
A000  4W  003  27 50.4362N 85 34.3183E1139
A004  4W  001  27 50.6091N 85 34.3623E1243
A004  4W  002  27 50.6091N 85 34.3623E1243
A004  4W  003  27 50.6091N 85 34.3623E1243
A004  4W  001  27 50.6091N 85 34.3623E1243
A004  4W  002  27 50.6091N 85 34.3623E1243
A004  4W  003  27 50.6091N 85 34.3623E1243
A004  4W  001  27 50.6091N 85 34.3623E1243
A004  4W  002  27 50.6091N 85 34.3623E1243
A004  4W  003  27 50.6091N 85 34.3623E1243
A009  4W  001  27 50.8780N 85 34.2211E1364
A009  4W  002  27 50.8780N 85 34.2211E1364
A009  4W  003  27 50.8780N 85 34.2211E1364
A009  4W  001  27 50.8780N 85 34.2211E1364
A009  4W  002  27 50.8780N 85 34.2211E1364
A009  4W  003  27 50.8780N 85 34.2211E1364
A009  4W  001  27 50.8780N 85 34.2211E1364
A009  4W  002  27 50.8780N 85 34.2211E1364
A009  4W  003  27 50.8780N 85 34.2211E1364
A014  4W  001  27 51.1468N 85 34.0381E1443
A014  4W  002  27 51.1468N 85 34.0381E1443
A014  4W  003  27 51.1468N 85 34.0381E1443
A014  4W  001  27 51.1468N 85 34.0381E1443
A014  4W  002  27 51.1468N 85 34.0381E1443
A014  4W  003  27 51.1468N 85 34.0381E1443
A014  4W  001  27 51.1468N 85 34.0381E1443
A014  4W  002  27 51.1468N 85 34.0381E1443
A014  4W  003  27 51.1468N 85 34.0381E1443
A019  4W  001  27 51.4166N 85 33.9876E1485
A019  4W  002  27 51.4166N 85 33.9876E1485
A019  4W  003  27 51.4166N 85 33.9876E1485
A019  4W  001  27 51.4166N 85 33.9876E1485
A019  4W  002  27 51.4166N 85 33.9876E1485
A019  4W  003  27 51.4166N 85 33.9876E1485
A019  4W  001  27 51.4166N 85 33.9876E1485
A019  4W  002  27 51.4166N 85 33.9876E1485
A019  4W  003  27 51.4166N 85 33.9876E1485
A024  4W  001  27 51.6877N 85 34.0273E1539
A024  4W  002  27 51.6877N 85 34.0273E1539
A024  4W  003  27 51.6877N 85 34.0273E1539
A024  4W  001  27 51.6877N 85 34.0273E1539
A024  4W  002  27 51.6877N 85 34.0273E1539
A024  4W  003  27 51.6877N 85 34.0273E1539
A024  4W  001  27 51.6877N 85 34.0273E1539
A024  4W  002  27 51.6877N 85 34.0273E1539
A024  4W  003  27 51.6877N 85 34.0273E1539
A029  4W  001  27 51.9605N 85 34.0851E1560
A029  4W  002  27 51.9605N 85 34.0851E1560
A029  4W  003  27 51.9605N 85 34.0851E1560
A029  4W  001  27 51.9605N 85 34.0851E1560
A029  4W  002  27 51.9605N 85 34.0851E1560
A029  4W  003  27 51.9605N 85 34.0851E1560
A029  4W  001  27 51.9605N 85 34.0851E1560
A029  4W  002  27 51.9605N 85 34.0851E1560
A029  4W  003  27 51.9605N 85 34.0851E1560
A034  4W  001  27 52.2221N 85 34.1834E1571
A034  4W  002  27 52.2221N 85 34.1834E1571
A034  4W  003  27 52.2221N 85 34.1834E1571
A034  4W  001  27 52.2221N 85 34.1834E1571
A034  4W  002  27 52.2221N 85 34.1834E1571
A034  4W  003  27 52.2221N 85 34.1834E1571
