# 2023 04 17 01 33 19.815 85.6888  28.0061   2.500  5.71 0 0 0      1
 A144   0.706 1 P
 A144   0.706 1 P
 A144   0.706 1 P
 2D08   0.576 1 P
 2D08   0.576 1 P
 2D08   0.576 1 P
 2D06   0.196 1 P
 2D06   0.276 1 S
 2D06   0.196 1 P
 2D06   0.276 1 S
 2D06   0.196 1 P
 2D06   0.276 1 S
 A139   0.636 1 P
 A139   0.636 1 P
 A139   0.636 1 P
 A134   0.826 1 S
 A134   0.826 1 S
 A134   0.616 1 P
 A134   0.826 1 S
 A134   0.616 1 P
 A134   0.616 1 P
 2D07   0.186 1 P
 2D07   0.186 1 P
 2D07   0.186 1 P
 A132   0.556 1 P
 A132   0.646 1 S
 A132   0.556 1 P
 A132   0.646 1 S
 A132   0.556 1 P
 A132   0.646 1 S
 2D04   0.446 1 P
 2D04   0.446 1 P
 2D04   0.446 1 P
  B35   1.806 1 S
  B35   1.806 1 S
  B35   1.806 1 S
 A069   0.316 1 P
 A069   0.316 1 P
 A069   0.316 1 P
 A079   0.316 1 P
 A079   0.316 1 P
 A079   0.316 1 P
 A074   0.346 1 P
 A074   0.346 1 P
 A074   0.346 1 P
 A084   0.376 1 S
 A084   0.306 1 P
 A084   0.306 1 P
 A084   0.306 1 P
 A084   0.376 1 S
 A084   0.376 1 S
 A089   0.366 1 P
 A089   0.366 1 P
 A089   0.366 1 P
 A009   2.156 1 S
 A009   2.156 1 S
 A009   2.156 1 S
 A109   0.696 1 S
 A109   0.436 1 P
 A109   0.436 1 P
 A109   0.436 1 P
 A109   0.696 1 S
 A109   0.696 1 S
 A004   2.136 1 S
 A004   2.136 1 S
 A004   2.136 1 S
 A094   0.376 1 P
 A094   0.376 1 P
 A094   0.376 1 P
 A100   0.426 1 P
 A100   0.426 1 P
 A100   0.426 1 P
 2D18   0.406 1 S
 2D18   0.256 1 P
 2D18   0.406 1 S
 2D18   0.256 1 P
 2D18   0.406 1 S
 2D18   0.256 1 P
 2D20   0.866 1 P
 2D20   0.866 1 P
 2D20   0.866 1 P
  C05   0.956 1 P
  C05   0.956 1 P
  C05   0.956 1 P
 A169   0.886 1 P
 A169   0.886 1 P
 A169   0.886 1 P
  C15   0.826 1 P
  C15   0.826 1 P
  C15   0.826 1 P
 A164   0.866 1 P
 A164   0.926 1 S
 A164   0.866 1 P
 A164   0.926 1 S
 A164   0.866 1 P
 A164   0.926 1 S
  AX4   0.916 1 S
  AX4   0.856 1 P
  AX4   0.916 1 S
  AX4   0.856 1 P
  AX4   0.916 1 S
  AX4   0.856 1 P
 A154   0.736 1 P
 A154   0.736 1 P
 A154   0.736 1 P
# 2023 04 17 13 57 13.097 85.4930  27.8545  15.500  6.24 0 0 0      2
 2D20   2.806 1 P
 2D20   4.976 1 S
 2D20   2.806 1 P
 2D20   4.976 1 S
 2D20   2.806 1 P
 2D20   4.976 1 S
 A100   4.266 1 S
 A100   4.266 1 S
 A100   4.266 1 S
 A139   4.736 1 S
 A139   4.736 1 S
 A139   2.386 1 P
 A139   2.386 1 P
 A139   2.386 1 P
 A139   4.736 1 S
 A144   2.426 1 P
 A144   2.426 1 P
 A144   2.426 1 P
 A154   2.436 1 P
 A154   4.566 1 S
 A154   2.436 1 P
 A154   4.566 1 S
 A154   2.436 1 P
 A154   4.566 1 S
 A159   2.506 1 P
 A159   4.786 1 S
 A159   2.506 1 P
 A159   4.786 1 S
 A159   2.506 1 P
 A159   4.786 1 S
 A164   2.536 1 P
 A164   2.536 1 P
 A164   2.536 1 P
 A169   2.576 1 P
 A169   2.576 1 P
 A169   2.576 1 P
  C56   4.676 1 S
  C56   4.676 1 S
  C56   4.676 1 S
  C62   4.706 1 S
  C62   4.706 1 S
  C62   4.706 1 S
 2D06   3.836 1 S
 2D06   3.836 1 S
 2D06   3.836 1 S
 2D07   2.176 1 P
 2D07   2.176 1 P
 2D07   2.176 1 P
  B35   2.296 1 P
  B35   2.296 1 P
  B35   2.296 1 P
# 2023 04 17 14 15 48.006 85.4587  27.9812   1.500  6.09 0 0 0      3
 2D12   0.697 1 S
 2D12   0.697 1 S
 2D12   0.697 1 S
 A089   0.417 1 S
 A089   0.417 1 S
 A089   0.417 1 S
 A100   0.417 1 S
 A100   0.417 1 S
 A100   0.417 1 S
 A132   0.647 1 S
 A132   0.647 1 S
 A132   0.477 1 P
 A132   0.477 1 P
 A132   0.477 1 P
 A132   0.647 1 S
 A134   0.507 1 S
 A134   0.507 1 S
 A134   0.507 1 S
 A139   0.597 1 P
 A139   0.597 1 P
 A139   0.597 1 P
 A144   0.637 1 S
 A144   0.637 1 S
 A144   0.567 1 P
 A144   0.567 1 P
 A144   0.567 1 P
 A144   0.637 1 S
 A154   0.627 1 S
 A154   0.627 1 S
 A154   0.627 1 S
 A159   0.717 1 S
 A159   0.717 1 S
 A159   0.717 1 S
 A164   0.697 1 S
 A164   0.697 1 S
 A164   0.697 1 S
 A169   0.677 1 S
 A169   0.677 1 S
 A169   0.677 1 S
  AX4   0.567 1 S
  AX4   0.567 1 S
  AX4   0.567 1 S
 A174   0.657 1 S
 A174   0.617 1 P
 A174   0.657 1 S
 A174   0.617 1 P
 A174   0.657 1 S
 A174   0.617 1 P
  C05   0.687 1 P
  C05   0.687 1 P
  C05   0.687 1 P
 A181   0.787 1 S
 A181   0.787 1 S
 A181   0.787 1 S
  C15   0.497 1 P
  C15   0.497 1 P
  C15   0.497 1 P
  C21   0.457 1 S
  C21   0.457 1 S
