13817.2	0.638	58460.099029541016
19654.7	0.627	8225313.28125
20481.52	0.522	60380.11131286621
25165.79	0.638	56619.06547546386
25188.32	0.624	157276.27563476562
25263.97	0.826	11418445.898437498
28132.99	0.743	110289.17846679688
28294.32	0.87	1671882.2021484377
28551.24	0.723	3774889.916992187
30016.22	0.538	106874.1096496582
30689.56	0.505	73914.02359008789
39196.950000000004	0.571	115127.62985229492
39449.23	0.575	4738953.5400390625
39985.63	0.854	269951.9348144531
41893.76	0.769	64600.2067565918
43292.48	0.764	7476581.201171875
45139.53	0.717	1248301.9897460938
53208.93	0.568	42675.73928833008
58184.89	0.923	156483.60214233398
80990.14	0.889	230153.955078125
85816.76	0.805	101822.81341552736
13817.2	0.638	58460.099029541016
19654.7	0.627	8225313.28125
20481.52	0.522	60380.11131286621
25165.79	0.638	56619.06547546386
25188.32	0.624	157276.27563476562
25263.97	0.826	11418445.898437498
28132.99	0.743	110289.17846679688
28294.32	0.87	1671882.2021484377
28551.24	0.723	3774889.916992187
30016.22	0.538	106874.1096496582
30689.56	0.505	73914.02359008789
39196.950000000004	0.571	115127.62985229492
39449.23	0.575	4738953.5400390625
39985.63	0.854	269951.9348144531
41893.76	0.769	64600.2067565918
43292.48	0.764	7476581.201171875
45139.53	0.717	1248301.9897460938
53208.93	0.568	42675.73928833008
58184.89	0.923	156483.60214233398
80990.14	0.889	230153.955078125
85816.76	0.805	101822.81341552736
13817.2	0.638	58460.099029541016
19654.7	0.627	8225313.28125
20481.52	0.522	60380.11131286621
25165.79	0.638	56619.06547546386
25188.32	0.624	157276.27563476562
25263.97	0.826	11418445.898437498
28132.99	0.743	110289.17846679688
28294.32	0.87	1671882.2021484377
28551.24	0.723	3774889.916992187
30016.22	0.538	106874.1096496582
30689.56	0.505	73914.02359008789
39196.950000000004	0.571	115127.62985229492
39449.23	0.575	4738953.5400390625
39985.63	0.854	269951.9348144531
41893.76	0.769	64600.2067565918
43292.48	0.764	7476581.201171875
45139.53	0.717	1248301.9897460938
53208.93	0.568	42675.73928833008
58184.89	0.923	156483.60214233398
80990.14	0.889	230153.955078125
85816.76	0.805	101822.81341552736
