# 2023 04 22 00 52 31.977 85.6730  27.6355  11.500  6.03 0 0 0      1
 A100   2.453 1 P
 A100   2.453 1 P
 A100   2.453 1 P
 A109   2.433 1 P
 A109   2.433 1 P
 A109   2.433 1 P
 A094   2.453 1 P
 A094   2.453 1 P
 A094   2.453 1 P
 A089   2.433 1 P
 A089   2.433 1 P
 A089   2.433 1 P
 A132   2.533 1 P
 A132   2.533 1 P
 A132   2.533 1 P
 A139   2.563 1 P
 A139   2.563 1 P
 A139   2.563 1 P
 A144   2.643 1 P
 A144   2.643 1 P
 A144   2.643 1 P
 A079   4.453 1 S
 A079   2.433 1 P
 A079   2.433 1 P
 A079   2.433 1 P
 A079   4.453 1 S
 A079   4.453 1 S
 A159   2.723 1 P
 A159   2.723 1 P
 A159   2.723 1 P
 A164   2.723 1 P
 A164   2.723 1 P
 A164   2.723 1 P
 A064   5.023 1 S
 A064   5.023 1 S
 A064   5.023 1 S
 A064   2.463 1 P
 A064   2.463 1 P
 A064   2.463 1 P
 A169   2.773 1 P
 A169   2.773 1 P
 A169   2.773 1 P
 A039   2.473 1 P
 A039   4.093 1 S
 A039   2.473 1 P
 A039   4.093 1 S
 A039   2.473 1 P
 A039   4.093 1 S
 2D06   2.223 1 P
 2D06   3.793 1 S
 2D06   2.223 1 P
 2D06   3.793 1 S
 2D06   2.223 1 P
 2D06   3.793 1 S
 2D07   2.253 1 P
 2D07   4.033 1 S
 2D07   2.253 1 P
 2D07   4.033 1 S
 2D07   2.253 1 P
 2D07   4.033 1 S
 2D04   4.563 1 S
 2D04   4.563 1 S
 2D04   4.563 1 S
# 2023 04 22 01 22 28.480 85.5677  28.1626  17.013  6.63 0 0 0      2
  C56   2.780 1 P
  C56   5.120 1 S
  C56   2.780 1 P
  C56   5.120 1 S
  C56   2.780 1 P
  C56   5.120 1 S
  AX4   3.280 1 P
  AX4   5.950 1 S
  AX4   3.280 1 P
  AX4   5.950 1 S
  AX4   3.280 1 P
  AX4   5.950 1 S
 A149   3.660 1 P
 A149   6.730 1 S
 A149   3.660 1 P
 A149   6.730 1 S
 A149   3.660 1 P
 A149   6.730 1 S
 A144   3.790 1 P
 A144   7.110 1 S
 A144   3.790 1 P
 A144   7.110 1 S
 A144   3.790 1 P
 A144   7.110 1 S
 A169   3.270 1 P
 A169   6.200 1 S
 A169   3.270 1 P
 A169   6.200 1 S
 A169   3.270 1 P
 A169   6.200 1 S
 A181   3.060 1 P
 A181   5.840 1 S
 A181   3.060 1 P
 A181   5.840 1 S
 A181   3.060 1 P
 A181   5.840 1 S
 A159   3.510 1 P
 A159   6.430 1 S
 A159   3.510 1 P
 A159   6.430 1 S
 A159   3.510 1 P
 A159   6.430 1 S
# 2023 04 22 03 03 11.689 85.6038  27.6832  10.500  6.36 0 0 0      3
 2D19   2.811 1 P
 2D19   5.281 1 S
 2D19   2.811 1 P
 2D19   5.281 1 S
 2D19   2.811 1 P
 2D19   5.281 1 S
 A109   2.291 1 P
 A109   4.281 1 S
 A109   2.291 1 P
 A109   4.281 1 S
 A109   2.291 1 P
 A109   4.281 1 S
  AX6   2.261 1 P
  AX6   4.301 1 S
  AX6   2.261 1 P
  AX6   4.301 1 S
  AX6   2.261 1 P
  AX6   4.301 1 S
 A084   2.051 1 P
 A084   3.951 1 S
 A084   2.051 1 P
 A084   3.951 1 S
 A084   2.051 1 P
 A084   3.951 1 S
 A079   2.061 1 P
 A079   3.981 1 S
 A079   2.061 1 P
 A079   3.981 1 S
 A079   2.061 1 P
 A079   3.981 1 S
 A069   2.031 1 P
 A069   3.871 1 S
 A069   2.031 1 P
 A069   3.871 1 S
 A069   2.031 1 P
 A069   3.871 1 S
 A134   2.411 1 P
 A134   4.661 1 S
 A134   2.411 1 P
 A134   4.661 1 S
 A134   2.411 1 P
 A134   4.661 1 S
 A159   2.581 1 P
 A159   2.581 1 P
 A159   2.581 1 P
 A164   2.611 1 P
 A164   2.611 1 P
 A164   2.611 1 P
 A164   5.091 1 S
 A164   5.091 1 S
 A164   5.091 1 S
 A169   2.581 1 P
 A169   2.581 1 P
 A169   2.581 1 P
  C05   2.541 1 P
