# 2023 05 05 00 28 28.023 85.5594  27.8484  14.936  6.72 0 0 0      1
 2D14   2.317 1 P
 2D13   5.287 1 S
 2D15   2.597 1 P
 2D15   4.497 1 S
 2D03   2.587 1 P
 2D03   4.627 1 S
  B42   2.327 1 P
  B42   4.097 1 S
  B38   2.347 1 P
  B38   4.067 1 S
  B37   2.367 1 P
  B37   4.127 1 S
  B35   4.087 1 S
  B34   4.167 1 S
  B34   2.367 1 P
  B33   4.157 1 S
  B33   2.397 1 P
  B31   4.107 1 S
  B31   2.357 1 P
  BX3   2.427 1 P
  BX3   4.337 1 S
 2D10   2.957 1 P
  BX1   2.427 1 P
  BX1   4.257 1 S
 A015   4.767 1 S
 A015   2.607 1 P
 A050   2.597 1 P
 A013   2.607 1 P
 A013   4.787 1 S
 A012   2.607 1 P
 A012   4.837 1 S
 A011   2.627 1 P
 A011   4.877 1 S
 A041   2.587 1 P
 A041   4.457 1 S
 A010   2.637 1 P
 A010   4.737 1 S
 A044   2.597 1 P
 A045   2.637 1 P
 A045   4.537 1 S
 A040   4.487 1 S
 A040   2.577 1 P
 A009   4.937 1 S
 A009   2.687 1 P
 A039   4.497 1 S
 A039   2.587 1 P
 A038   2.567 1 P
 A035   2.597 1 P
 A035   4.607 1 S
 A037   2.597 1 P
 A037   4.507 1 S
 A007   2.667 1 P
 A007   4.897 1 S
 A000   2.717 1 P
 A000   4.937 1 S
 A002   2.687 1 P
 A002   4.987 1 S
 A006   2.707 1 P
 A006   4.647 1 S
 A005   2.697 1 P
 A004   4.677 1 S
 A004   2.687 1 P
 A053   2.647 1 P
 A060   4.567 1 S
 A060   2.677 1 P
 A061   4.737 1 S
 A061   2.677 1 P
 A062   4.627 1 S
 A062   2.687 1 P
 A063   4.587 1 S
 A063   2.677 1 P
 A064   4.657 1 S
 A064   2.727 1 P
 A065   4.757 1 S
 A065   2.717 1 P
 A066   4.597 1 S
 A066   2.717 1 P
 A067   2.687 1 P
 2D16   4.607 1 S
 2D16   2.687 1 P
 A068   4.827 1 S
 A068   2.727 1 P
 2D21   6.167 1 S
 A069   4.627 1 S
 A069   2.717 1 P
 A070   4.607 1 S
 A070   2.687 1 P
 A077   4.787 1 S
 A077   2.767 1 P
 A078   4.757 1 S
 A078   2.747 1 P
 A079   2.757 1 P
 A080   4.777 1 S
 A080   2.757 1 P
 A081   4.807 1 S
 A081   2.767 1 P
 A082   4.777 1 S
 A082   2.787 1 P
 A083   4.777 1 S
 A083   2.867 1 P
 A084   4.647 1 S
 A084   2.757 1 P
 A085   4.697 1 S
 A085   2.787 1 P
 A086   4.697 1 S
 A086   2.787 1 P
 A087   4.707 1 S
 A087   2.787 1 P
 A089   4.747 1 S
 A089   2.827 1 P
 A090   4.717 1 S
 A090   2.797 1 P
 A091   4.707 1 S
 A091   2.827 1 P
 A092   4.747 1 S
 A092   2.837 1 P
 A093   4.887 1 S
 A093   2.867 1 P
 A094   4.887 1 S
 A094   2.897 1 P
 A095   4.907 1 S
 A095   2.927 1 P
 A096   4.977 1 S
 A096   2.947 1 P
 A097   4.977 1 S
 A097   2.947 1 P
 A098   4.937 1 S
 A098   2.947 1 P
 A099   5.007 1 S
 A099   2.947 1 P
 A100   4.927 1 S
 A100   2.937 1 P
 A102   4.927 1 S
 A102   2.947 1 P
 A105   4.917 1 S
 A106   4.957 1 S
 A106   2.947 1 P
 A107   4.957 1 S
 A107   2.947 1 P
 A108   4.957 1 S
 A108   2.947 1 P
 A109   4.927 1 S
 A109   2.927 1 P
 A110   4.917 1 S
 A110   2.947 1 P
 A111   4.907 1 S
 A111   2.927 1 P
 2D19   5.967 1 S
  AX5   4.867 1 S
  AX5   2.907 1 P
  AX6   4.917 1 S
  AX6   2.927 1 P
 A112   4.957 1 S
 A112   2.967 1 P
 A113   4.917 1 S
 A113   2.947 1 P
 A114   4.867 1 S
 2D22   6.247 1 S
 A132   5.217 1 S
 A132   3.007 1 P
 A133   5.207 1 S
 A133   3.047 1 P
 A134   5.097 1 S
 A136   3.077 1 P
 A139   5.257 1 S
 A139   3.047 1 P
 A140   5.107 1 S
 A140   3.097 1 P
 A141   5.177 1 S
 A141   3.157 1 P
 A142   5.187 1 S
 A143   5.207 1 S
 A144   5.247 1 S
 A144   3.167 1 P
 A145   5.237 1 S
 A145   3.167 1 P
 A146   5.287 1 S
 A147   5.257 1 S
 A147   3.157 1 P
 A148   5.257 1 S
 A148   3.127 1 P
 A149   5.207 1 S
 A150   5.437 1 S
 A151   5.227 1 S
 A152   5.267 1 S
 A152   3.167 1 P
 A153   5.257 1 S
 A153   3.147 1 P
 A154   5.227 1 S
 A154   3.147 1 P
 A155   5.227 1 S
 A155   3.157 1 P
 A156   5.277 1 S
 A156   3.167 1 P
 A157   5.257 1 S
 A157   3.187 1 P
 A158   5.277 1 S
 A158   2.487 1 P
 A159   5.287 1 S
 A159   3.207 1 P
 A160   5.327 1 S
 A160   3.207 1 P
 A161   5.277 1 S
 A161   3.147 1 P
 A162   5.297 1 S
 A162   3.157 1 P
 A163   5.267 1 S
 A163   3.147 1 P
 A164   5.327 1 S
 A164   3.157 1 P
 A165   5.327 1 S
 A165   3.177 1 P
 A167   3.177 1 P
 A168   5.287 1 S
 A169   5.287 1 S
 A169   3.207 1 P
  AX1   5.217 1 S
  AX1   3.127 1 P
 A170   5.267 1 S
 A170   3.127 1 P
  AX3   5.177 1 S
  AX3   3.077 1 P
 A171   5.287 1 S
 A173   5.247 1 S
 A173   3.197 1 P
 A172   5.257 1 S
 A172   3.207 1 P
  AX4   5.157 1 S
 A175   5.227 1 S
 A176   3.127 1 P
 A176   5.267 1 S
 A181   3.207 1 P
 A181   5.387 1 S
  C02   3.207 1 P
  C02   5.237 1 S
  C99   5.217 1 S
  C03   5.237 1 S
  C03   3.287 1 P
  C04   5.257 1 S
  C06   5.177 1 S
  C06   3.047 1 P
  C07   5.187 1 S
  C07   3.127 1 P
  C09   5.047 1 S
  C09   3.087 1 P
  C10   5.127 1 S
  C11   5.097 1 S
  C12   5.097 1 S
  C13   5.077 1 S
  C15   5.027 1 S
  C15   3.007 1 P
  C16   5.087 1 S
  C16   3.077 1 P
  C17   5.067 1 S
  C18   5.087 1 S
  C18   3.037 1 P
  C19   5.067 1 S
  C20   5.057 1 S
  C21   5.027 1 S
  C22   5.057 1 S
  C23   5.027 1 S
  C24   4.997 1 S
  C43   4.997 1 S
  C49   4.937 1 S
  C49   2.967 1 P
  C50   4.907 1 S
  C50   2.917 1 P
  C51   4.907 1 S
  C51   2.927 1 P
  C52   4.867 1 S
  C52   2.917 1 P
  C53   4.897 1 S
  C53   2.947 1 P
  C54   4.897 1 S
  C55   4.867 1 S
  C56   4.847 1 S
  C56   2.887 1 P
