2023 04 10 01 02  2.064 85.6719  28.1657   1.500  7.30  123 329.757  0.336      1
2023 04 10 03 49 36.823 85.7091  28.0590   1.500  7.27   84 349.033  0.277      2
2023 04 10 11 32 21.425 85.4847  27.9799   0.478  7.82  267 124.439  0.240      3
2023 04 10 13 46 11.725 85.7270  27.8457   0.500  6.46   78 354.623  0.261      4
2023 04 10 16 53 36.368 85.4276  28.0398   4.500  5.97   93 330.372  0.415      5
2023 04 10 17 58 50.681 85.4650  27.9033   0.483  6.84   93 328.609  0.075      6
